name,main_category,sub_category,image_url,image_local,link,ratings,no_of_ratings,description,discount_price_usd,actual_price_usd
"LG 1.5 Ton 3 Star Convertible, Dust Filter, Dehumidifier, Auto Clean Split System AC (Copper, Inverter, Convertible, 2021,...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61TP9Py7t3L._AC_UL320_.jpg,"product_images\37_LG_1.5_Ton_3_Star_Convertible,_Dust_Filter,_Dehumidifier,_Au.jpg",https://www.amazon.in/LG-Inverter-Convertible-Cooling-LS-Q18PNXA/dp/B08LVLQPVX/ref=sr_1_317?qid=1679134253&s=kitchen&sr=1-317,4.2,101,"Split AC with inverter compressor: variable speed compressor which adjusts power depending on heat load. It is most energy efficient and has lowest-noise operation | Capacity: 1.5 Tonnage Range. Suitable for medium sized rooms (151 to 200 sq. ft.) | Energy Rating: 3 Star. Annual energy consumption: 1050.84 units. ISEER value: 3.68 (please refer energy Label on product page or contact brand for more details) | 10 Years on compressor with gas charging, 5 years on PCB and 1 year on product | Copper with ocean black protection: Prevents from Rust & Corrosion; Increase Durability; Uninterrupted Cooling | Special features: dual inverter; Ocean Black fin; antibacterial filter; EZ clean filter; magic display; Himalaya cool; stabilizer free operation (120v~290 v); auto clean; low gas detection | High-grooved percent copper, HD dust filter, auto air swing (up-down), auto clean, monsoon comfort, smart diagnosis system, low gas detection | Refrigerant gas: R32. no ozone depletion potential and low global warming potential | Indoor (cm) (WxHxD): 83.7 x 30.8 x 18.9 I Outdoor (cm) (WxHxD): 77.0 x 54.5 x 28.8 I Indoor (Kg): 11.5 I Outdoor (Kg): 32 | Included in the box: 1 Indoor unit, 1 outdoor unit, inter Connecting pipe, 1 remote, 1 Manual, 1 Warranty card, 2 batteries, inter Connecting wire",467.88,670.8
MJDCNC WiFi Wireless HD IP Security Camera CCTV [Watch Live Demo] | Two Way Communication | Night Vision Camera | Supports...,"tv, audio & cameras",Security Cameras,https://m.media-amazon.com/images/I/61yQqZ7yI+L._AC_UL320_.jpg,product_images\38_MJDCNC_WiFi_Wireless_HD_IP_Security_Camera_CCTV_[Watch_Live_.jpg,https://www.amazon.in/MJDCNC-Wireless-Security-Communication-Supports/dp/B09X1M5S5H/ref=sr_1_4707?qid=1679132253&s=electronics&sr=1-4707,5.0,1,"REAL PLUG AND PLAY: This smart wireless camera is designed with easy setup feature for do-it-yourself installation. | 360 DEGREE MOBILE CONTROL : Rotate camera horizontally or vertically from anywhere in the world using mobile application. | IR NIGHT VISION: HD night vision with inbuilt IR lens for crisp & clear image even in dark. | MOTION DETECTION: Will send alerts whenever any motion is detected. One way audio where you can listen what is spoken around the camera monitored on a particular activity. It can be used in for various purposes such as Baby Monitor, Elderly Care, Small Store Management and Room Surveillance. | Simple and Easy to Setup via iOS and Android Devices by Using Free App. Not restricted to only Manufacture's Apps like others. Compatible with Third-Party Apps Live Cams Pro and Tiny Cam. Compatible with Third-Party Recording Applications like Blue Iris, Zone minder, spy.",19.19,47.99
Walkaroo Men's Mesh Running Shoes (WS9013),men's shoes,Sports Shoes,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/813vvKi4zEL._AC_UL320_.jpg,,https://www.amazon.in/Walkaroo-Mens-Running-Shoes-8-WS9013/dp/B085LT5R4Q/ref=sr_1_12859?qid=1679147648&s=shoes&sr=1-12859,3.6,14,Buy Walkaroo Men Navy Blue Running Shoes-8 UK (41 EU) (9 US) (WS9013) from Running Shoes at Amazon.in. 30 days free exchange or return,13.19,15.59
"Lotus Herbals Whiteglow Skin Whitening And Brightening Massage Creme, 60g",stores,Amazon Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51BlT7SfdGL._AC_UL320_.jpg,,https://www.amazon.in/Lotus-Herbals-Whiteglow-Whitening-Brightening/dp/B00EU4Z2QE/ref=sr_1_14427?qid=1679212522&s=apparel&sr=1-14427,4.2,"2,071","It will stimulate circulation | It polish and tighten pores | It refine skin texture | It leave skin feeling invigorated and luminous | It revitalizes dry, tired skin creating a youthfully soft glow",3.88,5.16
Lionet Women's Cotton Non-Padded Non-Wired Regular Bra Combo Pack of 3 (Multicolor),women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81dfHR3Xh2L._AC_UL320_.jpg,,https://www.amazon.in/Lionet-Womens-Non-Padded-Non-Wired-Regular/dp/B0B7C7QN6C/ref=sr_1_8693?qid=1679155175&s=apparel&sr=1-8693,3.0,1,"Buy Lionet Women's Cotton Non-Padded Non-Wired Regular Bra Combo Pack of 3 (White, Pink, Brown) from Everyday Bras at Amazon.in",4.79,9.59
Peora Velvet Matching Kundan Floral Silk Thread Chura Bangle Set for Women (2.6 inch),accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/I/81r9Q4p2SxL._AC_UL320_.jpg,product_images\42_Peora_Velvet_Matching_Kundan_Floral_Silk_Thread_Chura_Bangle.jpg,https://www.amazon.in/Peora-Matching-Hangings-Traditional-Jewellery/dp/B081T9LWMY/ref=sr_1_1924?qid=1679159995&s=jewelry&sr=1-1924,3.9,421,Buy Peora Velvet Matching Kundan Floral Silk Thread Chura Bangle Set Navratri Gift for Women (2.6 inch) (Maroon) from Bangles at Amazon.in. 30 days free exchange or return,9.95,46.04
"Women's Kota Doria Saree With Light Green & Blue Peacock Embroidery Baby Pink Color Saree Ansar Fashion, Full Size",women's clothing,Clothing,https://m.media-amazon.com/images/I/81ZEgJQLeGS._AC_UL320_.jpg,product_images\43_Women's_Kota_Doria_Saree_With_Light_Green_&_Blue_Peacock_Emb.jpg,https://www.amazon.in/Womens-Doria-Peacock-Embroidery-Fashion/dp/B099RJMHVN/ref=sr_1_18141?qid=1679153396&s=apparel&sr=1-18141,2.1,3,"Women's Kota Doria Saree With Light Green & Blue Peacock Embroidery Baby Pink Color Saree Ansar Fashion, Full Size : Amazon.in: Fashion",14.39,30.0
Cable Protector | 1.5 Meter/ 150 Cms (3 Pcs) Charging Cable Protector Winder | Full Size Spiral Triple Color Cable Saver C...,"tv, audio & cameras",Camera Accessories,https://m.media-amazon.com/images/I/71WokIxfj0L._AC_UL320_.jpg,product_images\44_Cable_Protector__1.5_Meter_150_Cms_(3_Pcs)_Charging_Cable_Pr.jpg,https://www.amazon.in/Cable-Protector-Winder-Saver-Compatible/dp/B09Z8CBDZR/ref=sr_1_7035?qid=1679132950&s=electronics&sr=1-7035,4.4,7,"✅ [Package Include] Get 3 pieces cable protectors. Each piece about 1.5 Meter/ 150 Cms (4.9ft). Allows cropping to desired length, adjustable/removable,suitable for most cable. | ✅ [Protect Cables]When pets always like to chew our data cables, this protective cover can protect cables, save money and avoid constantly buying new charging cables,also protect pets from injuries. | ✅ [Premium Material] Made of high quality PVC.Durable and reliable.Prevent the data cable from being broken and worn during using, and prolong the service life of the data cable. | ✅ [Bright & Special Colors]The special colored spiral cable protector makes your cable unique, and the beautiful design gives your cable a new look. | ✅ [Warm Tips]The spiral cover needs to be wrapped around the cable, which may take you some time to get it done, just keep patient and enjoy your DIY time. Your joyful shopping experience is our aspiration.",2.39,7.19
minicult Cotton Pajama Pants with All Over Print for Boys and Girls (Multicolor Designs)(Regular Fit)(Pack of 5),stores,Amazon Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71G6UQ0ZUeL._AC_UL320_.jpg,,https://www.amazon.in/Mini-Cult-Cotton-Pyjama-Multicolour/dp/B07DQL4T8D/ref=sr_1_3522?qid=1679212401&s=apparel&sr=1-3522,4.0,"26,549","Buy minicult Unisex-Child Mid Rise Cotton Pajama Pants with All Over Print and (Multicolor Designs)(Regular Fit)(Pack of 5) (2 Years-3 Years, Multicolour, 5) from Pyjamas at Amazon.in. 30 days free exchange or return",8.3,35.99
Caprese Women's Tote Bag (Grey),accessories,Bags & Luggage,https://m.media-amazon.com/images/I/41M3SqPxHsL._AC_UL320_.jpg,product_images\46_Caprese_Women's_Tote_Bag_(Grey).jpg,https://www.amazon.in/Caprese-Womens-Tote-bag-Grey/dp/B09FT5C9RW/ref=sr_1_13779?qid=1679144350&s=luggage&sr=1-13779,4.1,25,Buy Caprese womens KATINA T Large GREY Tote Bag from Top-Handle Bags at Amazon.in. 30 days free exchange or return,14.04,32.39
Lovely Butterflies - Laser Cut Chipboard,home & kitchen,Sewing & Craft Supplies,https://m.media-amazon.com/images/I/81FXCpGRIiL._AC_UL320_.jpg,product_images\47_Lovely_Butterflies_-_Laser_Cut_Chipboard.jpg,https://www.amazon.in/Lovely-Butterflies-Laser-Cut-Chipboard/dp/B08P71PH7T/ref=sr_1_8429?qid=1679214420&s=kitchen&sr=1-8429,4.1,16,"Approx 1.5 MM thick Laser Cut Chipboard Embellishments | Use them for Layouts, Cards, Invitations, Boxes, Scrapbooks, Art and Craft works, Mixed Media, DIY Projects, School Projects or any kind of decoration | 5.56” X 6” board in which laser cut designs are retained and can be removed easily with cutter | Intricate and Beautiful, High Quality Vintage White finish chipboards. | No gesso or priming required. Use as is or with paints, sprays, Inks, Markers, Embossing powder, Stains and more",3.24,5.99
"MIRJAI Women's Maternity Feeding Top with Zip for Easy Nursing, Latest Stylish Feeding Tops,Maternity Short Kurti for Mothers",women's clothing,Clothing,https://m.media-amazon.com/images/I/41fu6keiJXL._AC_UL320_.jpg,product_images\48_MIRJAI_Women's_Maternity_Feeding_Top_with_Zip_for_Easy_Nursi.jpg,https://www.amazon.in/MIRJAI-Maternity-Feeding-Top-Nursing/dp/B0BJKYGLYF/ref=sr_1_12969?qid=1679153211&s=apparel&sr=1-12969,1.0,1,"MIRJAI Women's Maternity Feeding Top with Zip for Easy Nursing, Latest Stylish Feeding Tops,Maternity Short Kurti for Mothers (M, Peach) : Amazon.in: Clothing & Accessories",6.78,11.87
"Elv FPStyli-2Gen-JETBLKIN Fine Point 2nd Gen Stainless Steel Stylus Pen for Tablets, Smartphones, Amazon Kindle (Jet Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/616E5XqQSgL._AC_UL320_.jpg,product_images\49_Elv_FPStyli-2Gen-JETBLKIN_Fine_Point_2nd_Gen_Stainless_Steel.jpg,https://www.amazon.in/FPStyli-2Gen-JETBLKIN-Fine-Point-Stylus-Black/dp/B01MG7DBNW/ref=sr_1_2477?qid=1679133809&s=electronics&sr=1-2477,3.9,"16,591","Precision: The clear disc allows you to see exactly where your mark is being made and gives you the accurate point, perfect for taking notes and drawing apps - 100 percent compatible with all capacities touch screen devices (apple iPad, iPhone, iPod, kindle, tablet, galaxy and more) | Replaceable tip feature: Replacing can be done within a second without tool, extend lifetime of the stylus | About the stylus: Length: 5.5 inch (140mm) | Pen tube diameter 0.35 inch (9mm) | Disc diameter: 0.27 inch (6.8mm) including 2mm rubber point | Fiber tip diameter: 0.24 (6mm) | 10 days warranty on the manufacturing defect",4.19,18.83
"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81-fFXQdPTL._AC_UL320_.jpg,"product_images\50_Samsung_Galaxy_M13_(Aqua_Green,_4GB,_64GB_Storage)__6000mAh_.jpg",https://www.amazon.in/Samsung-Galaxy-Storage-6000mAh-Battery/dp/B0B4F2TTTS/ref=sr_1_269?qid=1679133665&s=electronics&sr=1-269,4.1,"22,813","6000mAh lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase | Upto 12GB RAM with RAM Plus | 64GB internal memory expandable up to 1TB| Dual Sim (Nano) | 50MP+5MP+2MP Triple camera setup- True 50MP (F1.8) main camera +5MP(F2.2)+ 2MP (F2.4) | 8MP (F2.2) front cam | Android 12,One UI Core 4 with a powerful Octa Core Processor | 16.72 centimeters (6.6-inch) FHD+ LCD - infinity O Display, FHD+ resolution with 1080 x 2408 pixels resolution, 401 PPI with 16M color",131.99,179.99
Boldwink Women's Lucknow Chicken Art Work Embroidered Cotton Lycra Pants,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/61PEyS5gKDL._AC_UL320_.jpg,product_images\51_Boldwink_Women's_Lucknow_Chicken_Art_Work_Embroidered_Cotton.jpg,https://www.amazon.in/Boldwink-Womens-Pants-WN02-White/dp/B08JM4W7BZ/ref=sr_1_9514?qid=1679154478&s=apparel&sr=1-9514,3.8,97,Buy Boldwink Women's Loose Fit Pants (WN02_White_Free Size) from Bottom Wear at Amazon.in. 30 days free exchange or return,8.94,15.0
"HUMBLE Silicone 19mm Replacement Band Strap with Metal Buckle Compatible with Noise Colorfit Pro 2 , Storm Smart Watch & W...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51USFACDz6L._AC_UL320_.jpg,product_images\52_HUMBLE_Silicone_19mm_Replacement_Band_Strap_with_Metal_Buckl.jpg,https://www.amazon.in/Silicone-Replacement-Compatible-Colorfit-Watches/dp/B09FK9S54H/ref=sr_1_1140?qid=1679133719&s=electronics&sr=1-1140,3.9,"5,541","HUMBLE Silicone 19mm Replacement Band Strap with Metal Buckle Compatible with Noise Colorfit Pro 2, Storm Smart Watch & Watches with 19mm Lugs (Black) : Amazon.in: Electronics",3.34,7.19
"Little's Soft Cleansing Baby Wipes with Aloe Vera, Jojoba Oil and Vitamin E (72 wipes) - Pack of 2",toys & baby products,Diapers,https://m.media-amazon.com/images/I/61lhXLOgQoL._AC_UL320_.jpg,"product_images\53_Little's_Soft_Cleansing_Baby_Wipes_with_Aloe_Vera,_Jojoba_Oi.jpg",https://www.amazon.in/Littles-Cleansing-Wipes-Jojoba-Vitamin/dp/B09KNMSZRR/ref=sr_1_4611?qid=1679219820&s=baby&sr=1-4611,4.6,14,"No parent wants their child to come in contact with anything harmful. Your baby’s skin is delicate and needs to be treated with utmost care. | Little's Soft Cleansing Baby Wipes is a 50:50 blend of polyester and viscose. While both are manmade fibers, they offer a better alternative to cotton. | When it comes to your little one’s skin, you will have none of those flimsy or coarse wipes that tear easily or cause aggravation. | Dry skin met with dry wipes don’t bode well for your baby’s feather-soft skin. Your baby's skin is supple, smooth and very delicate. | For something as tender and pure as your baby’s skin, only the most pristine and gentle product will suffice. And Little's baby wipes are completely paraben free. | When your baby’s skin gets too dry or develops cradle cap, most parents resort to the aloe vera treatment, massaging the gel into the skin gently before changing diapers or pulling on clothes. | Wipe Size: 50cm x 20cm",2.16,2.38
Joker & Witch Ella White Dial Rosegold Watch for Women,accessories,Watches,https://m.media-amazon.com/images/I/61AM1eecgAL._AC_UL320_.jpg,product_images\54_Joker_&_Witch_Ella_White_Dial_Rosegold_Watch_for_Women.jpg,https://www.amazon.in/Joker-Witch-White-Rosegold-Watch/dp/B07YKMZG5R/ref=sr_1_1448?qid=1679155670&s=watches&sr=1-1448,3.6,22,Joker & Witch Ella White Dial Rosegold Watch for Women : Amazon.in: Fashion,11.39,45.59
"Nutriciô Pro berry++ Multi Fruit juice, Antioxidant & Immunity Booster 1000ml, Truly Organic (Pack of 1)",grocery & gourmet foods,"Coffee, Tea & Beverages",https://m.media-amazon.com/images/I/51q8-obm6iL._AC_UL320_.jpg,"product_images\55_Nutriciô_Pro_berry++_Multi_Fruit_juice,_Antioxidant_&_Immuni.jpg",https://www.amazon.in/Nutrici%C3%B4-Antioxidant-Immunity-Booster-Organic/dp/B0B4GGQ11G/ref=sr_1_6427_mod_primary_new?qid=1679216447&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6427,5.0,2,"Anti-oxidant, Immunity booster, Healthy, Antioxidant, fruit juice, diet | Immunity booster, Antioxidant, Low calorie, No Sweetner",24.3,29.99
"Ship Smart Polyester Photo Cushion/Pillow with Filler (Multicolour, 12x12 Inches, Style 25)",home & kitchen,Home Furnishing,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71a2a62Sf3L._AC_UL320_.jpg,,https://www.amazon.in/Ship-Smart-Polyester-Cushion-Multicolour/dp/B09B58L157/ref=sr_1_7793?qid=1679213219&s=kitchen&sr=1-7793,4.2,108,"✔ Ship Smart luxurious Cushion/Pillows are digitally printed with high definition quality, in vibrant designing with rich and sharp colours for your loved ones | ✔ How To Send Photo And Message - Kindly Read Instructions mentioned in Product Image No 2 or see manufacturer contact details below. | ✔ Material : Good Quality Micro Fabric with dupion silk back high quality print; Color : Multi ; Size : 12x12 Inches | ✔ GOOD FOR GIFTING: A Perfect Gift Idea can be gifted to your loved ones on the occasions like, Birthday, Anniversary, Wedding, Festival, House Warming parties, Mother’s Day, Father’s day, Valentine’s Day, baby shower,For best friends, Christmas etc . This Cushion makes a unique gift for special occasions. | ✔Ideal for gifting to Loved Ones, friends, family, near-dears on happy occasions, birthdays, friendship days, anniversaries,thanks giving and lots more,Valentine great gift for expressing love to your boyfriend, girlfriend, wife, husband , spouse, fiance, fiancee on valentine's day, anniversary, birthday",3.29,11.99
FENTICO VGA to HDMI Adapter VGA to HDMI Converter VGA Male to HDMI Female with 3.5MM Audio Jack Full HD 1080P for Connecti...,"tv, audio & cameras",Camera Accessories,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51BVo5ZvOxL._AC_UL320_.jpg,,https://www.amazon.in/Adapter-Converter-Connecting-Computer-Projector/dp/B09XWHTRYG/ref=sr_1_3588?qid=1679132758&s=electronics&sr=1-3588,3.2,74,"Only From VGA to HDMI Imported super quality adapting chipset, converting and outputting VGA signal to HDMI display devices. This converter is NOT bi-directional, it is vga to hdmi adapter | Powerful Performance The VGA male to HDMI female converter support VGA input resolution from 800*600 to 1920*1080 for PC. Support HDMI Output resolution up 720P/1080i/1080P for HDTV/Projector/Monitor | Universal Compatibility Work with PC, laptop, TV,TV-Box and other VGA output devices. HDMI port can be connected to projectors, HDTV, monitors/Displayer and other device with HDMI port. Compatible with Win 7, Win 8 | Plug and Play No driver needed, easy to use, fast, convenient and compact. Aluminum alloy case and gold-plated HDMI interface, high wear corrosion resistance, stable and durable for HD data transmission | 3.5mm Audio Output The clear sound can be output by earphones or by the audio cable which connects to a 3.5mm audio port of this adapter?Our aim is to do the most favorable and most quality assurance services and products, any dissatisfaction can be quickly returned to meet customer needs",5.98,11.98
Duke Men's Fwi0481 D.Grey/Blue Training Shoes - 6 UK (40 EU) (7 US) (FWI0481D.Grey/Blue),stores,Sportswear,https://m.media-amazon.com/images/I/71js6x6W7WL._AC_UL320_.jpg,product_images\58_Duke_Men's_Fwi0481_D.GreyBlue_Training_Shoes_-_6_UK_(40_EU)_.jpg,https://www.amazon.in/Duke-Fwi0481-Training-FWI0481D-Grey-Blue/dp/B07VJ7WPPJ/ref=sr_1_3493?qid=1679149441&s=apparel&sr=1-3493,1.0,1,Buy Duke Men Fwi0481 D.Grey Training Shoes-6 UK (40 EU) (7 US) (FWI0481D.Grey/Blue) from Training Shoes at Amazon.in. 30 days free exchange or return,20.3,43.14
"Irkaja 1/2"" Faucet Stainless Brass Finish Tap Suitable for Washing Machine Inlet Hose Pipe, Outside Garden Watering, Car W...",appliances,All Appliances,https://m.media-amazon.com/images/I/71FKUT0Nz0L._AC_UL320_.jpg,product_images\59_Irkaja_12_Faucet_Stainless_Brass_Finish_Tap_Suitable_for_Was.jpg,https://www.amazon.in/Irkaja-Stainless-Suitable-Washing-Watering/dp/B083SSMNFD/ref=sr_1_1088?qid=1679135652&s=appliances&sr=1-1088,3.8,442,"Running Water Tap Suitable for Washing Machine Inlet Hose Pipe, Outside Garden Watering, Car Washing, Public Places, Home Mop Sink, Laundry Water Pools With Water | Ball valves system; | taps are operated by a quarter turn; | Material: Brass | Hozelock compatible metal quick-fit adaptor included;",4.79,5.99
"Peter England Men's Cotton Handkerchief (Multicolour, 44 x 44 cm) - Pack of 3",stores,Men's Fashion,https://m.media-amazon.com/images/I/61iFf8oHVyL._AC_UL320_.jpg,"product_images\60_Peter_England_Men's_Cotton_Handkerchief_(Multicolour,_44_x_4.jpg",https://www.amazon.in/Peter-England-Cotton-Handkerchief-Multicolour/dp/B07XV72QD4/ref=sr_1_9114?qid=1679151095&s=apparel&sr=1-9114,3.9,125,"Peter England Men's Cotton Handkerchief (Multicolour, 44 x 44 cm) - Pack of 3 : Amazon.in: Fashion",2.99,3.47
KORD STORE Traditional Contemporary Finger Rings for Women & Girls | Wedding Ring | Big Ring | Silver Oxidised Plated Ring,accessories,Fashion & Silver Jewellery,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61XBqG3J2YL._AC_UL320_.jpg,,https://www.amazon.in/Kord-Store-Traditional-Plated-Adjustable/dp/B09TDT5KRV/ref=sr_1_9186?qid=1679160258&s=jewelry&sr=1-9186,5.0,3,"Kord Store Present Indian Traditional Latest Rajwadi Stylish Designer Antique Gold Plated Wedding Collection Finger Ring For Women and Girl. Product Contains: 1 Finger Ring Quality Assurance: Our product quality is as per International Standards that makes it very skin friendly. We use premium quality Diamonds, Kundan, Moti, Beads. Our Product made from toxic free materials anti-allergic and safe for skin. It can be worn over long time periods without any complains of ach and swelling. Perfect gift: Wedding, Birthday, Diwali, Raksha Bandhan, Baby Shower, Valentine, Anniversary, Birthday, Occasional and Surprise gift to your loved ones. Product Care Instructions: Avoid direct contact of water, perfume sprays, deo spray etc. Do not use velvet boxes to store of fashion jewelry. Wear jewelry after completion of your makeup and perfume spray. After use of jewelry, wipe with soft cotton cloth and keep inside in eco paper packets. With a Vision to incorporate multiple products in every sector, and a Mission to satisfy our customers with various products; we look forward to share cordial business ethos.",2.58,11.99
ALSU Women's Green Hand Clutch Wallet Purse_GDU-014blshgrn,accessories,Handbags & Clutches,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71UPxBszn7L._AC_UL320_.jpg,,https://www.amazon.in/ALSU-Womens-Clutch-Wallet-Purse_GDU-014blshgrn/dp/B09TMCRB21/ref=sr_1_15636?qid=1679159113&s=shoes&sr=1-15636,3.8,6,"ALSU Women's Hand Wallet Purse Clutch | Phone Pocket| 4 Card Slots| Coin Pockets| Smooth Material (Light Green) : Amazon.in: Bags, Wallets and Luggage",4.43,17.99
WOW IMAGINE Shock Proof Clear Back Cover Case Mobile Cover for 1+ Oneplus Nord 2 5G | OnePlus Nord 2 5G Pac-Man Edition (H...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51I0SoeMoTL._AC_UL320_.jpg,product_images\63_WOW_IMAGINE_Shock_Proof_Clear_Back_Cover_Case_Mobile_Cover_f.jpg,https://www.amazon.in/WOW-Imagine-Oneplus-OnePlus-Protection/dp/B09B52J9JX/ref=sr_1_7291?qid=1679134102&s=electronics&sr=1-7291,4.2,"2,837","Designed Exclusively For 1+ Oneplus Nord 2 5G | OnePlus Nord 2 5G Pac-Man Edition - Hybrid AirEDGE technology fusing Superior Quality TPU Material and a durable Clear Transparent back panel | SHOCK PROOF PROTECTION - Highly Protective Rugged Armor for Complete Protection of Mobile Frame and Screen from scratches, falls, and shocks. | CAMERA and SCREEN PROTECTION - Raised bezels lift camera and screen off flat surfaces, protecting from scratches and scuff marks. Ultra slim, Flexible, light weight Anti Smudge | PRECISE BUTTONS AND CUTOUTS - Pronounced buttons are easy to feel and press, while large cutouts for the charging port fits most cables. Supports bilateral wireless charging. | FULL COMPATIBILITY - This Armour Back Case is designed and tested to be compatible with most screen protectors. Compatible with 1+ OnePlus Nord 2 5G | OnePlus Nord 2 5G Pac-Man Edition case cover",3.11,11.99
BIBA Women's Rayon Salwar Suit Set,women's clothing,Ethnic Wear,https://m.media-amazon.com/images/I/71yWIihZVDL._AC_UL320_.jpg,product_images\64_BIBA_Women's_Rayon_Salwar_Suit_Set.jpg,https://www.amazon.in/BIBA-Womens-Ethnic-Kurta-Size_3XL/dp/B09NTQHDS2/ref=sr_1_9219?qid=1679154464&s=apparel&sr=1-9219,3.7,10,BIBA Women's Blue Rayon Salwar Kurta Dupatta,21.77,43.19
"V-Guard VT230 850-Watts 2-Slice Automatic Pop Up Toaster, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/71mR+KlbZVL._AC_UL320_.jpg,"product_images\65_V-Guard_VT230_850-Watts_2-Slice_Automatic_Pop_Up_Toaster,_Bl.jpg",https://www.amazon.in/V-Guard-VT230-2-Slice-Toaster-Warmer/dp/B081NJ2BHS/ref=sr_1_6772?qid=1679135975&s=appliances&sr=1-6772,4.1,"1,248","【BUN WARMING RACKS】To warm variety of buns, pavs, croissants, doughnuts etc. | 【EXTRA WIDE 35 mm BREAD SLOTS】No longer cramming them in or cutting off the crusts | 【DEFROST, REHEAT AND CANCEL BUTTON WITH LED ILLUMINATION】The defrost feature helps to defrost refrigerated bread in a go, the reheat feature comes in handy while reheating a toast and the cancel features lets you cancel the toasting cycle immediately | 【REMOVABLE CRUMB COLLECTION TRAY】Makes it easy to remove left over crumbs ensuring the appliance is neat and tidy | 【SLIDER BROWNING CONTROL】Warm the bread to your liking",17.39,30.24
Bazaartrick A6s Moonwalk Mini in Ear Earbuds with Magnetic Charging Case IPX5 True Wireless Earphones with Digital Battery...,"tv, audio & cameras",Headphones,https://m.media-amazon.com/images/I/31H-mWtpPgL._AC_UL320_.jpg,product_images\66_Bazaartrick_A6s_Moonwalk_Mini_in_Ear_Earbuds_with_Magnetic_C.jpg,https://www.amazon.in/Bazaartrick-Moonwalk-Earphones-Indicator-Bluetooth/dp/B09HN2VV2D/ref=sr_1_8047?qid=1679129186&s=electronics&sr=1-8047,4.0,1,"IPX4 waterproof IPX4 waterproof and smart nano coating design. | Ergonomic design Earbuds The latest noise reduction technology, HD calls, shocking sound effects, enjoy your world without being disturbed | Light and comfortable No matter the size or weight of the headphones, they are precisely designed and measured to make your ears fully enjoyable. | Bluetooth 5.0 WirelessEarbuds Auto Pairing,and reconnect to your device automatically after the first time of pairing and use. Hi-Fi Stereo Sound Quality Deep Bass",8.39,41.99
Pullox Diagonal Mirror 90 Degree (Size: 0.965 inch) Compatible with AZ50mm and AZ60mm,"tv, audio & cameras",Cameras,https://m.media-amazon.com/images/I/71Wn55bYhmL._AC_UL320_.jpg,product_images\67_Pullox_Diagonal_Mirror_90_Degree_(Size_0.965_inch)_Compatibl.jpg,https://www.amazon.in/Pullox-Diagonal-Mirror-90-Degree/dp/B08ZSXKNJ4/ref=sr_1_3180?qid=1679130106&s=electronics&sr=1-3180,3.1,9,"✅High-quality high light transmission and provides high definition images. | ✅ Home made telescope Diagonal mirror a nassary part for home made telescope | ✅90 degree erecting prism images upside down but left-right corrected, and 45-degree images uprightly. | ✅The fully coated lens are provided crips image | ✅ Work well with refractor, Cassegrain and catadioptric telescope but not recommended for reflector telescope.",5.4,11.99
Wrangler Printed Cotton Regular Fit Mens T-Shirt (S22WMTS003039GR-P),men's clothing,T-shirts & Polos,https://m.media-amazon.com/images/I/51P60dH-YcL._AC_UL320_.jpg,product_images\68_Wrangler_Printed_Cotton_Regular_Fit_Mens_T-Shirt_(S22WMTS003.jpg,https://www.amazon.in/Wrangler-Mens-Fitted-T-Shirt-WMTS003039_Olive/dp/B09WDHDTXH/ref=sr_1_15631?qid=1679140591&s=apparel&sr=1-15631,3.9,15,Buy Wrangler Men Olive Printed Regular Fit T-Shirt from T-Shirts at Amazon.in. 30 days free exchange or return,6.7,16.79
